Series Name,Series Code,Country Name,Country Code,Year,Year Code,Value
Fertility rate total (births per woman),SP.DYN.TFRT.IN,Vanuatu,VUT,2012,YR2012,3.419
Fertility rate total (births per woman),SP.DYN.TFRT.IN,Vanuatu,VUT,2013,YR2013,3.383
Fertility rate total (births per woman),SP.DYN.TFRT.IN,Vietnam,VNM,2009,YR2009,1.843
Fertility rate total (births per woman),SP.DYN.TFRT.IN,Vietnam,VNM,2010,YR2010,1.82
Fertility rate total (births per woman),SP.DYN.TFRT.IN,Vietnam,VNM,2011,YR2011,1.794
Fertility rate total (births per woman),SP.DYN.TFRT.IN,Vietnam,VNM,2012,YR2012,1.768
Fertility rate total (births per woman),SP.DYN.TFRT.IN,Vietnam,VNM,2013,YR2013,1.743
Female headed households (% of households with a female head),SP.HOU.FEMA.ZS,American Samoa,ASM,2009,YR2009,..
Female headed households (% of households with a female head),SP.HOU.FEMA.ZS,American Samoa,ASM,2010,YR2010,..
Female headed households (% of households with a female head),SP.HOU.FEMA.ZS,American Samoa,ASM,2011,YR2011,..
Female headed households (% of households with a female head),SP.HOU.FEMA.ZS,American Samoa,ASM,2012,YR2012,..
Female headed households (% of households with a female head),SP.HOU.FEMA.ZS,American Samoa,ASM,2013,YR2013,..
Female headed households (% of households with a female head),SP.HOU.FEMA.ZS,Australia,AUS,2009,YR2009,..
Female headed households (% of households with a female head),SP.HOU.FEMA.ZS,Australia,AUS,2010,YR2010,..
Female headed households (% of households with a female head),SP.HOU.FEMA.ZS,Australia,AUS,2011,YR2011,..
Female headed households (% of households with a female head),SP.HOU.FEMA.ZS,Australia,AUS,2012,YR2012,..
Female headed households (% of households with a female head),SP.HOU.FEMA.ZS,Australia,AUS,2013,YR2013,..
Female headed households (% of households with a female head),SP.HOU.FEMA.ZS,Brunei Darussalam,BRN,2009,YR2009,..
Female headed households (% of households with a female head),SP.HOU.FEMA.ZS,Brunei Darussalam,BRN,2010,YR2010,..
Female headed households (% of households with a female head),SP.HOU.FEMA.ZS,Brunei Darussalam,BRN,2011,YR2011,..
Female headed households (% of households with a female head),SP.HOU.FEMA.ZS,Brunei Darussalam,BRN,2012,YR2012,..
Female headed households (% of households with a female head),SP.HOU.FEMA.ZS,Brunei Darussalam,BRN,2013,YR2013,..
Female headed households (% of households with a female head),SP.HOU.FEMA.ZS,Cambodia,KHM,2009,YR2009,..
Female headed households (% of households with a female head),SP.HOU.FEMA.ZS,Cambodia,KHM,2010,YR2010,27.1
Female headed households (% of households with a female head),SP.HOU.FEMA.ZS,Cambodia,KHM,2011,YR2011,..
Female headed households (% of households with a female head),SP.HOU.FEMA.ZS,Cambodia,KHM,2012,YR2012,..
Female headed households (% of households with a female head),SP.HOU.FEMA.ZS,Cambodia,KHM,2013,YR2013,..
Female headed households (% of households with a female head),SP.HOU.FEMA.ZS,China,CHN,2009,YR2009,..
Female headed households (% of households with a female head),SP.HOU.FEMA.ZS,China,CHN,2010,YR2010,..
Female headed households (% of households with a female head),SP.HOU.FEMA.ZS,China,CHN,2011,YR2011,..
Female headed households (% of households with a female head),SP.HOU.FEMA.ZS,China,CHN,2012,YR2012,..
Female headed households (% of households with a female head),SP.HOU.FEMA.ZS,China,CHN,2013,YR2013,..
Female headed households (% of households with a female head),SP.HOU.FEMA.ZS,Fiji,FJI,2009,YR2009,..
Female headed households (% of households with a female head),SP.HOU.FEMA.ZS,Fiji,FJI,2010,YR2010,..
Female headed households (% of households with a female head),SP.HOU.FEMA.ZS,Fiji,FJI,2011,YR2011,..
Female headed households (% of households with a female head),SP.HOU.FEMA.ZS,Fiji,FJI,2012,YR2012,..
Female headed households (% of households with a female head),SP.HOU.FEMA.ZS,Fiji,FJI,2013,YR2013,..
Female headed households (% of households with a female head),SP.HOU.FEMA.ZS,French Polynesia,PYF,2009,YR2009,..
Female headed households (% of households with a female head),SP.HOU.FEMA.ZS,French Polynesia,PYF,2010,YR2010,..
Female headed households (% of households with a female head),SP.HOU.FEMA.ZS,French Polynesia,PYF,2011,YR2011,..
Female headed households (% of households with a female head),SP.HOU.FEMA.ZS,French Polynesia,PYF,2012,YR2012,..
Female headed households (% of households with a female head),SP.HOU.FEMA.ZS,French Polynesia,PYF,2013,YR2013,..
Female headed households (% of households with a female head),SP.HOU.FEMA.ZS,Guam,GUM,2009,YR2009,..
Female headed households (% of households with a female head),SP.HOU.FEMA.ZS,Guam,GUM,2010,YR2010,..
Female headed households (% of households with a female head),SP.HOU.FEMA.ZS,Guam,GUM,2011,YR2011,..
Female headed households (% of households with a female head),SP.HOU.FEMA.ZS,Guam,GUM,2012,YR2012,..
Female headed households (% of households with a female head),SP.HOU.FEMA.ZS,Guam,GUM,2013,YR2013,..
Female headed households (% of households with a female head),SP.HOU.FEMA.ZS,Hong Kong SAR China,HKG,2009,YR2009,..
Female headed households (% of households with a female head),SP.HOU.FEMA.ZS,Hong Kong SAR China,HKG,2010,YR2010,..
Female headed households (% of households with a female head),SP.HOU.FEMA.ZS,Hong Kong SAR China,HKG,2011,YR2011,..
Female headed households (% of households with a female head),SP.HOU.FEMA.ZS,Hong Kong SAR China,HKG,2012,YR2012,..
Female headed households (% of households with a female head),SP.HOU.FEMA.ZS,Hong Kong SAR China,HKG,2013,YR2013,..
Female headed households (% of households with a female head),SP.HOU.FEMA.ZS,Indonesia,IDN,2009,YR2009,..
Female headed households (% of households with a female head),SP.HOU.FEMA.ZS,Indonesia,IDN,2010,YR2010,..
Female headed households (% of households with a female head),SP.HOU.FEMA.ZS,Indonesia,IDN,2011,YR2011,..
Female headed households (% of households with a female head),SP.HOU.FEMA.ZS,Indonesia,IDN,2012,YR2012,14.8
Female headed households (% of households with a female head),SP.HOU.FEMA.ZS,Indonesia,IDN,2013,YR2013,..
Female headed households (% of households with a female head),SP.HOU.FEMA.ZS,Japan,JPN,2009,YR2009,..
Female headed households (% of households with a female head),SP.HOU.FEMA.ZS,Japan,JPN,2010,YR2010,..
Female headed households (% of households with a female head),SP.HOU.FEMA.ZS,Japan,JPN,2011,YR2011,..
Female headed households (% of households with a female head),SP.HOU.FEMA.ZS,Japan,JPN,2012,YR2012,..
Female headed households (% of households with a female head),SP.HOU.FEMA.ZS,Japan,JPN,2013,YR2013,..
Female headed households (% of households with a female head),SP.HOU.FEMA.ZS,Kiribati,KIR,2009,YR2009,..
Female headed households (% of households with a female head),SP.HOU.FEMA.ZS,Kiribati,KIR,2010,YR2010,..
Female headed households (% of households with a female head),SP.HOU.FEMA.ZS,Kiribati,KIR,2011,YR2011,..
Female headed households (% of households with a female head),SP.HOU.FEMA.ZS,Kiribati,KIR,2012,YR2012,..
Female headed households (% of households with a female head),SP.HOU.FEMA.ZS,Kiribati,KIR,2013,YR2013,..
Female headed households (% of households with a female head),SP.HOU.FEMA.ZS,Korea Dem. Rep.,PRK,2009,YR2009,..
Female headed households (% of households with a female head),SP.HOU.FEMA.ZS,Korea Dem. Rep.,PRK,2010,YR2010,..
Female headed households (% of households with a female head),SP.HOU.FEMA.ZS,Korea Dem. Rep.,PRK,2011,YR2011,..
Female headed households (% of households with a female head),SP.HOU.FEMA.ZS,Korea Dem. Rep.,PRK,2012,YR2012,..
Female headed households (% of households with a female head),SP.HOU.FEMA.ZS,Korea Dem. Rep.,PRK,2013,YR2013,..
Female headed households (% of households with a female head),SP.HOU.FEMA.ZS,Korea Rep.,KOR,2009,YR2009,..
Female headed households (% of households with a female head),SP.HOU.FEMA.ZS,Korea Rep.,KOR,2010,YR2010,..
Female headed households (% of households with a female head),SP.HOU.FEMA.ZS,Korea Rep.,KOR,2011,YR2011,..
Female headed households (% of households with a female head),SP.HOU.FEMA.ZS,Korea Rep.,KOR,2012,YR2012,..
Female headed households (% of households with a female head),SP.HOU.FEMA.ZS,Korea Rep.,KOR,2013,YR2013,..
Female headed households (% of households with a female head),SP.HOU.FEMA.ZS,Lao PDR,LAO,2009,YR2009,..
Female headed households (% of households with a female head),SP.HOU.FEMA.ZS,Lao PDR,LAO,2010,YR2010,..
Female headed households (% of households with a female head),SP.HOU.FEMA.ZS,Lao PDR,LAO,2011,YR2011,..
Female headed households (% of households with a female head),SP.HOU.FEMA.ZS,Lao PDR,LAO,2012,YR2012,..
Female headed households (% of households with a female head),SP.HOU.FEMA.ZS,Lao PDR,LAO,2013,YR2013,..
Female headed households (% of households with a female head),SP.HOU.FEMA.ZS,Macao SAR China,MAC,2009,YR2009,..
Female headed households (% of households with a female head),SP.HOU.FEMA.ZS,Macao SAR China,MAC,2010,YR2010,..
Female headed households (% of households with a female head),SP.HOU.FEMA.ZS,Macao SAR China,MAC,2011,YR2011,..
Female headed households (% of households with a female head),SP.HOU.FEMA.ZS,Macao SAR China,MAC,2012,YR2012,..
Female headed households (% of households with a female head),SP.HOU.FEMA.ZS,Macao SAR China,MAC,2013,YR2013,..
Female headed households (% of households with a female head),SP.HOU.FEMA.ZS,Malaysia,MYS,2009,YR2009,..
Female headed households (% of households with a female head),SP.HOU.FEMA.ZS,Malaysia,MYS,2010,YR2010,..
Female headed households (% of households with a female head),SP.HOU.FEMA.ZS,Malaysia,MYS,2011,YR2011,..
Female headed households (% of households with a female head),SP.HOU.FEMA.ZS,Malaysia,MYS,2012,YR2012,..
Female headed households (% of households with a female head),SP.HOU.FEMA.ZS,Malaysia,MYS,2013,YR2013,..
Female headed households (% of households with a female head),SP.HOU.FEMA.ZS,Marshall Islands,MHL,2009,YR2009,..
Female headed households (% of households with a female head),SP.HOU.FEMA.ZS,Marshall Islands,MHL,2010,YR2010,..
Female headed households (% of households with a female head),SP.HOU.FEMA.ZS,Marshall Islands,MHL,2011,YR2011,..
Female headed households (% of households with a female head),SP.HOU.FEMA.ZS,Marshall Islands,MHL,2012,YR2012,..
Female headed households (% of households with a female head),SP.HOU.FEMA.ZS,Marshall Islands,MHL,2013,YR2013,..
Female headed households (% of households with a female head),SP.HOU.FEMA.ZS,Micronesia Fed. Sts.,FSM,2009,YR2009,..
Female headed households (% of households with a female head),SP.HOU.FEMA.ZS,Micronesia Fed. Sts.,FSM,2010,YR2010,..
Female headed households (% of households with a female head),SP.HOU.FEMA.ZS,Micronesia Fed. Sts.,FSM,2011,YR2011,..
Female headed households (% of households with a female head),SP.HOU.FEMA.ZS,Micronesia Fed. Sts.,FSM,2012,YR2012,..
Female headed households (% of households with a female head),SP.HOU.FEMA.ZS,Micronesia Fed. Sts.,FSM,2013,YR2013,..
Female headed households (% of households with a female head),SP.HOU.FEMA.ZS,Mongolia,MNG,2009,YR2009,..
Female headed households (% of households with a female head),SP.HOU.FEMA.ZS,Mongolia,MNG,2010,YR2010,..
Female headed households (% of households with a female head),SP.HOU.FEMA.ZS,Mongolia,MNG,2011,YR2011,..
Female headed households (% of households with a female head),SP.HOU.FEMA.ZS,Mongolia,MNG,2012,YR2012,..
Female headed households (% of households with a female head),SP.HOU.FEMA.ZS,Mongolia,MNG,2013,YR2013,..
Female headed households (% of households with a female head),SP.HOU.FEMA.ZS,Myanmar,MMR,2009,YR2009,..
Female headed households (% of households with a female head),SP.HOU.FEMA.ZS,Myanmar,MMR,2010,YR2010,..
Female headed households (% of households with a female head),SP.HOU.FEMA.ZS,Myanmar,MMR,2011,YR2011,..
Female headed households (% of households with a female head),SP.HOU.FEMA.ZS,Myanmar,MMR,2012,YR2012,..
Female headed households (% of households with a female head),SP.HOU.FEMA.ZS,Myanmar,MMR,2013,YR2013,..
Female headed households (% of households with a female head),SP.HOU.FEMA.ZS,New Caledonia,NCL,2009,YR2009,..
Female headed households (% of households with a female head),SP.HOU.FEMA.ZS,New Caledonia,NCL,2010,YR2010,..
Female headed households (% of households with a female head),SP.HOU.FEMA.ZS,New Caledonia,NCL,2011,YR2011,..
Female headed households (% of households with a female head),SP.HOU.FEMA.ZS,New Caledonia,NCL,2012,YR2012,..
Female headed households (% of households with a female head),SP.HOU.FEMA.ZS,New Caledonia,NCL,2013,YR2013,..
Female headed households (% of households with a female head),SP.HOU.FEMA.ZS,New Zealand,NZL,2009,YR2009,..
Female headed households (% of households with a female head),SP.HOU.FEMA.ZS,New Zealand,NZL,2010,YR2010,..
Female headed households (% of households with a female head),SP.HOU.FEMA.ZS,New Zealand,NZL,2011,YR2011,..
Female headed households (% of households with a female head),SP.HOU.FEMA.ZS,New Zealand,NZL,2012,YR2012,..
Female headed households (% of households with a female head),SP.HOU.FEMA.ZS,New Zealand,NZL,2013,YR2013,..
Female headed households (% of households with a female head),SP.HOU.FEMA.ZS,Northern Mariana Islands,MNP,2009,YR2009,..
Female headed households (% of households with a female head),SP.HOU.FEMA.ZS,Northern Mariana Islands,MNP,2010,YR2010,..
Female headed households (% of households with a female head),SP.HOU.FEMA.ZS,Northern Mariana Islands,MNP,2011,YR2011,..
Female headed households (% of households with a female head),SP.HOU.FEMA.ZS,Northern Mariana Islands,MNP,2012,YR2012,..
Female headed households (% of households with a female head),SP.HOU.FEMA.ZS,Northern Mariana Islands,MNP,2013,YR2013,..
Female headed households (% of households with a female head),SP.HOU.FEMA.ZS,Palau,PLW,2009,YR2009,..
Female headed households (% of households with a female head),SP.HOU.FEMA.ZS,Palau,PLW,2010,YR2010,..
Female headed households (% of households with a female head),SP.HOU.FEMA.ZS,Palau,PLW,2011,YR2011,..
Female headed households (% of households with a female head),SP.HOU.FEMA.ZS,Palau,PLW,2012,YR2012,..
Female headed households (% of households with a female head),SP.HOU.FEMA.ZS,Palau,PLW,2013,YR2013,..
Female headed households (% of households with a female head),SP.HOU.FEMA.ZS,Papua New Guinea,PNG,2009,YR2009,..
Female headed households (% of households with a female head),SP.HOU.FEMA.ZS,Papua New Guinea,PNG,2010,YR2010,..
Female headed households (% of households with a female head),SP.HOU.FEMA.ZS,Papua New Guinea,PNG,2011,YR2011,..
Female headed households (% of households with a female head),SP.HOU.FEMA.ZS,Papua New Guinea,PNG,2012,YR2012,..
Female headed households (% of households with a female head),SP.HOU.FEMA.ZS,Papua New Guinea,PNG,2013,YR2013,..
Female headed households (% of households with a female head),SP.HOU.FEMA.ZS,Philippines,PHL,2009,YR2009,..
Female headed households (% of households with a female head),SP.HOU.FEMA.ZS,Philippines,PHL,2010,YR2010,..
Female headed households (% of households with a female head),SP.HOU.FEMA.ZS,Philippines,PHL,2011,YR2011,..
Female headed households (% of households with a female head),SP.HOU.FEMA.ZS,Philippines,PHL,2012,YR2012,..
Female headed households (% of households with a female head),SP.HOU.FEMA.ZS,Philippines,PHL,2013,YR2013,18.9
Female headed households (% of households with a female head),SP.HOU.FEMA.ZS,Samoa,WSM,2009,YR2009,..
Female headed households (% of households with a female head),SP.HOU.FEMA.ZS,Samoa,WSM,2010,YR2010,..
Female headed households (% of households with a female head),SP.HOU.FEMA.ZS,Samoa,WSM,2011,YR2011,..
Female headed households (% of households with a female head),SP.HOU.FEMA.ZS,Samoa,WSM,2012,YR2012,..
Female headed households (% of households with a female head),SP.HOU.FEMA.ZS,Samoa,WSM,2013,YR2013,..
Female headed households (% of households with a female head),SP.HOU.FEMA.ZS,Singapore,SGP,2009,YR2009,..
Female headed households (% of households with a female head),SP.HOU.FEMA.ZS,Singapore,SGP,2010,YR2010,..
Female headed households (% of households with a female head),SP.HOU.FEMA.ZS,Singapore,SGP,2011,YR2011,..
Female headed households (% of households with a female head),SP.HOU.FEMA.ZS,Singapore,SGP,2012,YR2012,..
Female headed households (% of households with a female head),SP.HOU.FEMA.ZS,Singapore,SGP,2013,YR2013,..
Female headed households (% of households with a female head),SP.HOU.FEMA.ZS,Solomon Islands,SLB,2009,YR2009,..
Female headed households (% of households with a female head),SP.HOU.FEMA.ZS,Solomon Islands,SLB,2010,YR2010,..
Female headed households (% of households with a female head),SP.HOU.FEMA.ZS,Solomon Islands,SLB,2011,YR2011,..
Female headed households (% of households with a female head),SP.HOU.FEMA.ZS,Solomon Islands,SLB,2012,YR2012,..
Female headed households (% of households with a female head),SP.HOU.FEMA.ZS,Solomon Islands,SLB,2013,YR2013,..
Female headed households (% of households with a female head),SP.HOU.FEMA.ZS,Thailand,THA,2009,YR2009,..
Female headed households (% of households with a female head),SP.HOU.FEMA.ZS,Thailand,THA,2010,YR2010,..
Female headed households (% of households with a female head),SP.HOU.FEMA.ZS,Thailand,THA,2011,YR2011,..
Female headed households (% of households with a female head),SP.HOU.FEMA.ZS,Thailand,THA,2012,YR2012,..
Female headed households (% of households with a female head),SP.HOU.FEMA.ZS,Thailand,THA,2013,YR2013,..
Female headed households (% of households with a female head),SP.HOU.FEMA.ZS,Timor-Leste,TMP,2009,YR2009,..
Female headed households (% of households with a female head),SP.HOU.FEMA.ZS,Timor-Leste,TMP,2010,YR2010,12.3
Female headed households (% of households with a female head),SP.HOU.FEMA.ZS,Timor-Leste,TMP,2011,YR2011,..
Female headed households (% of households with a female head),SP.HOU.FEMA.ZS,Timor-Leste,TMP,2012,YR2012,..
Female headed households (% of households with a female head),SP.HOU.FEMA.ZS,Timor-Leste,TMP,2013,YR2013,..
Female headed households (% of households with a female head),SP.HOU.FEMA.ZS,Tonga,TON,2009,YR2009,..
Female headed households (% of households with a female head),SP.HOU.FEMA.ZS,Tonga,TON,2010,YR2010,..
Female headed households (% of households with a female head),SP.HOU.FEMA.ZS,Tonga,TON,2011,YR2011,..
Female headed households (% of households with a female head),SP.HOU.FEMA.ZS,Tonga,TON,2012,YR2012,..
Female headed households (% of households with a female head),SP.HOU.FEMA.ZS,Tonga,TON,2013,YR2013,..
Female headed households (% of households with a female head),SP.HOU.FEMA.ZS,Tuvalu,TUV,2009,YR2009,..
Female headed households (% of households with a female head),SP.HOU.FEMA.ZS,Tuvalu,TUV,2010,YR2010,..
Female headed households (% of households with a female head),SP.HOU.FEMA.ZS,Tuvalu,TUV,2011,YR2011,..
Female headed households (% of households with a female head),SP.HOU.FEMA.ZS,Tuvalu,TUV,2012,YR2012,..
Female headed households (% of households with a female head),SP.HOU.FEMA.ZS,Tuvalu,TUV,2013,YR2013,..
Female headed households (% of households with a female head),SP.HOU.FEMA.ZS,Vanuatu,VUT,2009,YR2009,..
Female headed households (% of households with a female head),SP.HOU.FEMA.ZS,Vanuatu,VUT,2010,YR2010,..
Female headed households (% of households with a female head),SP.HOU.FEMA.ZS,Vanuatu,VUT,2011,YR2011,..
Female headed households (% of households with a female head),SP.HOU.FEMA.ZS,Vanuatu,VUT,2012,YR2012,..
Female headed households (% of households with a female head),SP.HOU.FEMA.ZS,Vanuatu,VUT,2013,YR2013,..
Female headed households (% of households with a female head),SP.HOU.FEMA.ZS,Vietnam,VNM,2009,YR2009,..
Female headed households (% of households with a female head),SP.HOU.FEMA.ZS,Vietnam,VNM,2010,YR2010,..
Female headed households (% of households with a female head),SP.HOU.FEMA.ZS,Vietnam,VNM,2011,YR2011,..
Female headed households (% of households with a female head),SP.HOU.FEMA.ZS,Vietnam,VNM,2012,YR2012,..
Female headed households (% of households with a female head),SP.HOU.FEMA.ZS,Vietnam,VNM,2013,YR2013,..
Death rate crude (per 1000 people),SP.DYN.CDRT.IN,American Samoa,ASM,2009,YR2009,..
Death rate crude (per 1000 people),SP.DYN.CDRT.IN,American Samoa,ASM,2010,YR2010,..
Death rate crude (per 1000 people),SP.DYN.CDRT.IN,American Samoa,ASM,2011,YR2011,..
Death rate crude (per 1000 people),SP.DYN.CDRT.IN,American Samoa,ASM,2012,YR2012,..
Death rate crude (per 1000 people),SP.DYN.CDRT.IN,American Samoa,ASM,2013,YR2013,..
Death rate crude (per 1000 people),SP.DYN.CDRT.IN,Australia,AUS,2009,YR2009,6.5
Death rate crude (per 1000 people),SP.DYN.CDRT.IN,Australia,AUS,2010,YR2010,6.5
Death rate crude (per 1000 people),SP.DYN.CDRT.IN,Australia,AUS,2011,YR2011,6.6
Death rate crude (per 1000 people),SP.DYN.CDRT.IN,Australia,AUS,2012,YR2012,6.6
Death rate crude (per 1000 people),SP.DYN.CDRT.IN,Australia,AUS,2013,YR2013,6.3
Death rate crude (per 1000 people),SP.DYN.CDRT.IN,Brunei Darussalam,BRN,2009,YR2009,3.001
Death rate crude (per 1000 people),SP.DYN.CDRT.IN,Brunei Darussalam,BRN,2010,YR2010,2.994
Death rate crude (per 1000 people),SP.DYN.CDRT.IN,Brunei Darussalam,BRN,2011,YR2011,2.982
Death rate crude (per 1000 people),SP.DYN.CDRT.IN,Brunei Darussalam,BRN,2012,YR2012,2.973
Death rate crude (per 1000 people),SP.DYN.CDRT.IN,Brunei Darussalam,BRN,2013,YR2013,2.975
Death rate crude (per 1000 people),SP.DYN.CDRT.IN,Cambodia,KHM,2009,YR2009,6.655
Death rate crude (per 1000 people),SP.DYN.CDRT.IN,Cambodia,KHM,2010,YR2010,6.525
Death rate crude (per 1000 people),SP.DYN.CDRT.IN,Cambodia,KHM,2011,YR2011,6.412
Death rate crude (per 1000 people),SP.DYN.CDRT.IN,Cambodia,KHM,2012,YR2012,6.312
Death rate crude (per 1000 people),SP.DYN.CDRT.IN,Cambodia,KHM,2013,YR2013,6.218
Death rate crude (per 1000 people),SP.DYN.CDRT.IN,China,CHN,2009,YR2009,7.08
Death rate crude (per 1000 people),SP.DYN.CDRT.IN,China,CHN,2010,YR2010,7.11
Death rate crude (per 1000 people),SP.DYN.CDRT.IN,China,CHN,2011,YR2011,7.14
Death rate crude (per 1000 people),SP.DYN.CDRT.IN,China,CHN,2012,YR2012,7.15
Death rate crude (per 1000 people),SP.DYN.CDRT.IN,China,CHN,2013,YR2013,7.2
Death rate crude (per 1000 people),SP.DYN.CDRT.IN,Fiji,FJI,2009,YR2009,6.585
Death rate crude (per 1000 people),SP.DYN.CDRT.IN,Fiji,FJI,2010,YR2010,6.633
Death rate crude (per 1000 people),SP.DYN.CDRT.IN,Fiji,FJI,2011,YR2011,6.686
Death rate crude (per 1000 people),SP.DYN.CDRT.IN,Fiji,FJI,2012,YR2012,6.746
Death rate crude (per 1000 people),SP.DYN.CDRT.IN,Fiji,FJI,2013,YR2013,6.815
Death rate crude (per 1000 people),SP.DYN.CDRT.IN,French Polynesia,PYF,2009,YR2009,4.974
Death rate crude (per 1000 people),SP.DYN.CDRT.IN,French Polynesia,PYF,2010,YR2010,5.097
Death rate crude (per 1000 people),SP.DYN.CDRT.IN,French Polynesia,PYF,2011,YR2011,5.229
Death rate crude (per 1000 people),SP.DYN.CDRT.IN,French Polynesia,PYF,2012,YR2012,5.358
Death rate crude (per 1000 people),SP.DYN.CDRT.IN,French Polynesia,PYF,2013,YR2013,5.473
Death rate crude (per 1000 people),SP.DYN.CDRT.IN,Guam,GUM,2009,YR2009,4.751
Death rate crude (per 1000 people),SP.DYN.CDRT.IN,Guam,GUM,2010,YR2010,4.766
Death rate crude (per 1000 people),SP.DYN.CDRT.IN,Guam,GUM,2011,YR2011,4.779
Death rate crude (per 1000 people),SP.DYN.CDRT.IN,Guam,GUM,2012,YR2012,4.794
Death rate crude (per 1000 people),SP.DYN.CDRT.IN,Guam,GUM,2013,YR2013,4.811
Death rate crude (per 1000 people),SP.DYN.CDRT.IN,Hong Kong SAR China,HKG,2009,YR2009,5.9
Death rate crude (per 1000 people),SP.DYN.CDRT.IN,Hong Kong SAR China,HKG,2010,YR2010,6
Death rate crude (per 1000 people),SP.DYN.CDRT.IN,Hong Kong SAR China,HKG,2011,YR2011,6
Death rate crude (per 1000 people),SP.DYN.CDRT.IN,Hong Kong SAR China,HKG,2012,YR2012,6.1
Death rate crude (per 1000 people),SP.DYN.CDRT.IN,Hong Kong SAR China,HKG,2013,YR2013,6
Death rate crude (per 1000 people),SP.DYN.CDRT.IN,Indonesia,IDN,2009,YR2009,7.194
Death rate crude (per 1000 people),SP.DYN.CDRT.IN,Indonesia,IDN,2010,YR2010,7.178
Death rate crude (per 1000 people),SP.DYN.CDRT.IN,Indonesia,IDN,2011,YR2011,7.168
Death rate crude (per 1000 people),SP.DYN.CDRT.IN,Indonesia,IDN,2012,YR2012,7.162
Death rate crude (per 1000 people),SP.DYN.CDRT.IN,Indonesia,IDN,2013,YR2013,7.16
Death rate crude (per 1000 people),SP.DYN.CDRT.IN,Japan,JPN,2009,YR2009,9.1
Death rate crude (per 1000 people),SP.DYN.CDRT.IN,Japan,JPN,2010,YR2010,9.5
Death rate crude (per 1000 people),SP.DYN.CDRT.IN,Japan,JPN,2011,YR2011,9.9
Death rate crude (per 1000 people),SP.DYN.CDRT.IN,Japan,JPN,2012,YR2012,10
Death rate crude (per 1000 people),SP.DYN.CDRT.IN,Japan,JPN,2013,YR2013,10.1
Death rate crude (per 1000 people),SP.DYN.CDRT.IN,Kiribati,KIR,2009,YR2009,7.145
Death rate crude (per 1000 people),SP.DYN.CDRT.IN,Kiribati,KIR,2010,YR2010,7.124
Death rate crude (per 1000 people),SP.DYN.CDRT.IN,Kiribati,KIR,2011,YR2011,7.097
Death rate crude (per 1000 people),SP.DYN.CDRT.IN,Kiribati,KIR,2012,YR2012,7.066
Death rate crude (per 1000 people),SP.DYN.CDRT.IN,Kiribati,KIR,2013,YR2013,7.034
Death rate crude (per 1000 people),SP.DYN.CDRT.IN,Korea Dem. Rep.,PRK,2009,YR2009,9.029
Death rate crude (per 1000 people),SP.DYN.CDRT.IN,Korea Dem. Rep.,PRK,2010,YR2010,9.09
Death rate crude (per 1000 people),SP.DYN.CDRT.IN,Korea Dem. Rep.,PRK,2011,YR2011,9.129
Death rate crude (per 1000 people),SP.DYN.CDRT.IN,Korea Dem. Rep.,PRK,2012,YR2012,9.161
Death rate crude (per 1000 people),SP.DYN.CDRT.IN,Korea Dem. Rep.,PRK,2013,YR2013,9.196
Death rate crude (per 1000 people),SP.DYN.CDRT.IN,Korea Rep.,KOR,2009,YR2009,5
Death rate crude (per 1000 people),SP.DYN.CDRT.IN,Korea Rep.,KOR,2010,YR2010,5.1
Death rate crude (per 1000 people),SP.DYN.CDRT.IN,Korea Rep.,KOR,2011,YR2011,5.1
Death rate crude (per 1000 people),SP.DYN.CDRT.IN,Korea Rep.,KOR,2012,YR2012,5.3
Death rate crude (per 1000 people),SP.DYN.CDRT.IN,Korea Rep.,KOR,2013,YR2013,5.3
Death rate crude (per 1000 people),SP.DYN.CDRT.IN,Lao PDR,LAO,2009,YR2009,7.564
Death rate crude (per 1000 people),SP.DYN.CDRT.IN,Lao PDR,LAO,2010,YR2010,7.39
Death rate crude (per 1000 people),SP.DYN.CDRT.IN,Lao PDR,LAO,2011,YR2011,7.223
Death rate crude (per 1000 people),SP.DYN.CDRT.IN,Lao PDR,LAO,2012,YR2012,7.064
Death rate crude (per 1000 people),SP.DYN.CDRT.IN,Lao PDR,LAO,2013,YR2013,6.912
Death rate crude (per 1000 people),SP.DYN.CDRT.IN,Macao SAR China,MAC,2009,YR2009,4.751
Death rate crude (per 1000 people),SP.DYN.CDRT.IN,Macao SAR China,MAC,2010,YR2010,4.754
Death rate crude (per 1000 people),SP.DYN.CDRT.IN,Macao SAR China,MAC,2011,YR2011,4.762
Death rate crude (per 1000 people),SP.DYN.CDRT.IN,Macao SAR China,MAC,2012,YR2012,4.774
Death rate crude (per 1000 people),SP.DYN.CDRT.IN,Macao SAR China,MAC,2013,YR2013,4.787
Death rate crude (per 1000 people),SP.DYN.CDRT.IN,Malaysia,MYS,2009,YR2009,4.689
Death rate crude (per 1000 people),SP.DYN.CDRT.IN,Malaysia,MYS,2010,YR2010,4.73
Death rate crude (per 1000 people),SP.DYN.CDRT.IN,Malaysia,MYS,2011,YR2011,4.771
Death rate crude (per 1000 people),SP.DYN.CDRT.IN,Malaysia,MYS,2012,YR2012,4.815
Death rate crude (per 1000 people),SP.DYN.CDRT.IN,Malaysia,MYS,2013,YR2013,4.865
Death rate crude (per 1000 people),SP.DYN.CDRT.IN,Marshall Islands,MHL,2009,YR2009,..
Death rate crude (per 1000 people),SP.DYN.CDRT.IN,Marshall Islands,MHL,2010,YR2010,..
